Series;Time;Value
Dal YP;2017-10-09T22:00:00.000Z;4159
Dal YP;2017-10-09T22:01:00.000Z;3667
Dal YP;2017-10-09T22:02:00.000Z;3801
Dal YP;2017-10-09T22:03:00.000Z;3750
Dal YP;2017-10-09T22:04:00.000Z;3695
Dal YP;2017-10-09T22:05:00.000Z;3900
Dal YP;2017-10-09T22:06:00.000Z;3758
Dal YP;2017-10-09T22:07:00.000Z;3598
Dal YP;2017-10-09T22:08:00.000Z;3987
Dal YP;2017-10-09T22:09:00.000Z;3872
Dal YP;2017-10-09T22:10:00.000Z;3689
Dal YP;2017-10-09T22:11:00.000Z;3144
Dal YP;2017-10-09T22:12:00.000Z;3859
Dal YP;2017-10-09T22:13:00.000Z;3027
Dal YP;2017-10-09T22:14:00.000Z;2998
Dal YP;2017-10-09T22:15:00.000Z;3080
Dal YP;2017-10-09T22:16:00.000Z;3006
Dal YP;2017-10-09T22:17:00.000Z;3630
Dal YP;2017-10-09T22:18:00.000Z;3254
Dal YP;2017-10-09T22:19:00.000Z;3193
Dal YP;2017-10-09T22:20:00.000Z;3383
Dal YP;2017-10-09T22:21:00.000Z;3307
Dal YP;2017-10-09T22:22:00.000Z;3595
Dal YP;2017-10-09T22:23:00.000Z;3408
Dal YP;2017-10-09T22:24:00.000Z;3243
Dal YP;2017-10-09T22:25:00.000Z;2860
Dal YP;2017-10-09T22:26:00.000Z;2959
Dal YP;2017-10-09T22:27:00.000Z;3303
Dal YP;2017-10-09T22:28:00.000Z;3130
Dal YP;2017-10-09T22:29:00.000Z;3468
Dal YP;2017-10-09T22:30:00.000Z;3662
Dal YP;2017-10-09T22:31:00.000Z;3305
Dal YP;2017-10-09T22:32:00.000Z;3604
Dal YP;2017-10-09T22:33:00.000Z;3304
Dal YP;2017-10-09T22:34:00.000Z;2937
Dal YP;2017-10-09T22:36:00.000Z;3390
Dal YP;2017-10-09T22:37:00.000Z;3208
Dal YP;2017-10-09T22:38:00.000Z;3188
Dal YP;2017-10-09T22:39:00.000Z;2702
Dal YP;2017-10-09T22:40:00.000Z;3438
Dal YP;2017-10-09T22:41:00.000Z;3422
Dal YP;2017-10-09T22:42:00.000Z;3456
Dal YP;2017-10-09T22:43:00.000Z;3495
Dal YP;2017-10-09T22:44:00.000Z;3701
Dal YP;2017-10-09T22:45:00.000Z;3267
Dal YP;2017-10-09T22:46:00.000Z;3159
Dal YP;2017-10-09T22:47:00.000Z;2979
Dal YP;2017-10-09T22:48:00.000Z;3561
Dal YP;2017-10-09T22:49:00.000Z;3144
Dal YP;2017-10-09T22:50:00.000Z;3467
Dal YP;2017-10-09T22:51:00.000Z;3013
Dal YP;2017-10-09T22:52:00.000Z;3237
Dal YP;2017-10-09T22:53:00.000Z;3281
Dal YP;2017-10-09T22:54:00.000Z;2863
Dal YP;2017-10-09T22:55:00.000Z;3074
Dal YP;2017-10-09T22:56:00.000Z;3375
Dal YP;2017-10-09T22:57:00.000Z;3276
Dal YP;2017-10-09T22:58:00.000Z;3524
Dal YP;2017-10-09T22:59:00.000Z;3380
Dal YP;2017-10-09T23:00:00.000Z;3249
Dal YP;2017-10-09T23:01:00.000Z;3173
Dal YP;2017-10-09T23:02:00.000Z;3665
Dal YP;2017-10-09T23:03:00.000Z;3645
Dal YP;2017-10-09T23:04:00.000Z;3563
Dal YP;2017-10-09T23:05:00.000Z;3636
Dal YP;2017-10-09T23:06:00.000Z;3854
Dal YP;2017-10-09T23:07:00.000Z;3565
Dal YP;2017-10-09T23:08:00.000Z;3206
Dal YP;2017-10-09T23:09:00.000Z;3205
Dal YP;2017-10-09T23:10:00.000Z;2773
Dal YP;2017-10-09T23:11:00.000Z;3136
Dal YP;2017-10-09T23:12:00.000Z;3281
Dal YP;2017-10-09T23:13:00.000Z;3269
Dal YP;2017-10-09T23:14:00.000Z;3149
Dal YP;2017-10-09T23:15:00.000Z;2696
Dal YP;2017-10-09T23:16:00.000Z;2412
Dal YP;2017-10-09T23:17:00.000Z;2744
Dal YP;2017-10-09T23:18:00.000Z;2802
Dal YP;2017-10-09T23:19:00.000Z;2626
Dal YP;2017-10-09T23:20:00.000Z;2933
Dal YP;2017-10-09T23:21:00.000Z;2968
Dal YP;2017-10-09T23:22:00.000Z;3326
Dal YP;2017-10-09T23:23:00.000Z;3308
Dal YP;2017-10-09T23:24:00.000Z;2596
Dal YP;2017-10-09T23:25:00.000Z;3031
Dal YP;2017-10-09T23:26:00.000Z;2832
Dal YP;2017-10-09T23:27:00.000Z;2736
Dal YP;2017-10-09T23:28:00.000Z;2575
Dal YP;2017-10-09T23:29:00.000Z;2552
Dal YP;2017-10-09T23:30:00.000Z;2881
Dal YP;2017-10-09T23:31:00.000Z;2581
Dal YP;2017-10-09T23:32:00.000Z;3015
Dal YP;2017-10-09T23:33:00.000Z;3001
Dal YP;2017-10-09T23:34:00.000Z;2562
Dal YP;2017-10-09T23:35:00.000Z;2840
Dal YP;2017-10-09T23:36:00.000Z;2863
Dal YP;2017-10-09T23:37:00.000Z;2667
Dal YP;2017-10-09T23:38:00.000Z;2569
Dal YP;2017-10-09T23:39:00.000Z;2920
Dal YP;2017-10-09T23:40:00.000Z;3003
Dal YP;2017-10-09T23:41:00.000Z;3007
Dal YP;2017-10-09T23:42:00.000Z;2943
Dal YP;2017-10-09T23:43:00.000Z;2973
Dal YP;2017-10-09T23:44:00.000Z;2882
Dal YP;2017-10-09T23:45:00.000Z;3302
Dal YP;2017-10-09T23:46:00.000Z;2703
Dal YP;2017-10-09T23:47:00.000Z;3295
Dal YP;2017-10-09T23:48:00.000Z;2651
Dal YP;2017-10-09T23:49:00.000Z;2759
Dal YP;2017-10-09T23:50:00.000Z;3366
Dal YP;2017-10-09T23:51:00.000Z;3236
Dal YP;2017-10-09T23:52:00.000Z;3373
Dal YP;2017-10-09T23:53:00.000Z;2778
Dal YP;2017-10-09T23:54:00.000Z;2520
Dal YP;2017-10-09T23:55:00.000Z;2622
Dal YP;2017-10-09T23:56:00.000Z;2640
Dal YP;2017-10-09T23:57:00.000Z;2947
Dal YP;2017-10-09T23:58:00.000Z;2644
Dal YP;2017-10-09T23:59:00.000Z;2460
Dal YP;2017-10-10T00:00:00.000Z;2620
Dal YP;2017-10-10T00:01:00.000Z;2421
Dal YP;2017-10-10T00:02:00.000Z;2912
Dal YP;2017-10-10T00:03:00.000Z;2832
Dal YP;2017-10-10T00:04:00.000Z;3058
Dal YP;2017-10-10T00:05:00.000Z;3155
Dal YP;2017-10-10T00:06:00.000Z;3299
Dal YP;2017-10-10T00:07:00.000Z;3088
Dal YP;2017-10-10T00:08:00.000Z;2862
Dal YP;2017-10-10T00:09:00.000Z;2941
Dal YP;2017-10-10T00:10:00.000Z;2593
Dal YP;2017-10-10T00:11:00.000Z;3057
Dal YP;2017-10-10T00:12:00.000Z;3192
Dal YP;2017-10-10T00:13:00.000Z;3232
Dal YP;2017-10-10T00:14:00.000Z;2567
Dal YP;2017-10-10T00:15:00.000Z;2473
Dal YP;2017-10-10T00:16:00.000Z;2899
Dal YP;2017-10-10T00:17:00.000Z;3012
Dal YP;2017-10-10T00:18:00.000Z;2589
Dal YP;2017-10-10T00:19:00.000Z;2810
Dal YP;2017-10-10T00:20:00.000Z;2403
Dal YP;2017-10-10T00:21:00.000Z;2724
Dal YP;2017-10-10T00:22:00.000Z;3050
Dal YP;2017-10-10T00:23:00.000Z;2764
Dal YP;2017-10-10T00:24:00.000Z;2854
Dal YP;2017-10-10T00:25:00.000Z;2945
Dal YP;2017-10-10T00:26:00.000Z;2921
Dal YP;2017-10-10T00:27:00.000Z;2741
Dal YP;2017-10-10T00:28:00.000Z;2462
Dal YP;2017-10-10T00:29:00.000Z;2654
Dal YP;2017-10-10T00:30:00.000Z;2728
Dal YP;2017-10-10T00:31:00.000Z;2787
Dal YP;2017-10-10T00:32:00.000Z;2931
Dal YP;2017-10-10T00:33:00.000Z;2622
Dal YP;2017-10-10T00:34:00.000Z;3163
Dal YP;2017-10-10T00:35:00.000Z;2496
Dal YP;2017-10-10T00:36:00.000Z;2468
Dal YP;2017-10-10T00:37:00.000Z;2880
Dal YP;2017-10-10T00:38:00.000Z;2694
Dal YP;2017-10-10T00:39:00.000Z;2374
Dal YP;2017-10-10T00:40:00.000Z;2631
Dal YP;2017-10-10T00:41:00.000Z;2649
Dal YP;2017-10-10T00:42:00.000Z;3113
Dal YP;2017-10-10T00:43:00.000Z;3035
Dal YP;2017-10-10T00:44:00.000Z;2878
Dal YP;2017-10-10T00:45:00.000Z;2425
Dal YP;2017-10-10T00:46:00.000Z;2461
Dal YP;2017-10-10T00:47:00.000Z;3066
Dal YP;2017-10-10T00:48:00.000Z;3028
Dal YP;2017-10-10T00:49:00.000Z;2697
Dal YP;2017-10-10T00:50:00.000Z;2614
Dal YP;2017-10-10T00:51:00.000Z;2842
Dal YP;2017-10-10T00:52:00.000Z;3384
Dal YP;2017-10-10T00:53:00.000Z;3470
Dal YP;2017-10-10T00:54:00.000Z;2544
Dal YP;2017-10-10T00:55:00.000Z;2547
Dal YP;2017-10-10T00:56:00.000Z;2615
Dal YP;2017-10-10T00:57:00.000Z;2776
Dal YP;2017-10-10T00:58:00.000Z;2875
Dal YP;2017-10-10T00:59:00.000Z;2932
Dal YP;2017-10-10T01:00:00.000Z;2873
Dal YP;2017-10-10T01:01:00.000Z;2704
Dal YP;2017-10-10T01:02:00.000Z;3338
Dal YP;2017-10-10T01:03:00.000Z;2785
Dal YP;2017-10-10T01:04:00.000Z;2417
Dal YP;2017-10-10T01:05:00.000Z;2702
Dal YP;2017-10-10T01:06:00.000Z;2721
Dal YP;2017-10-10T01:07:00.000Z;2778
Dal YP;2017-10-10T01:08:00.000Z;2378
Dal YP;2017-10-10T01:09:00.000Z;2384
Dal YP;2017-10-10T01:10:00.000Z;2388
Dal YP;2017-10-10T01:11:00.000Z;2694
Dal YP;2017-10-10T01:12:00.000Z;3246
Dal YP;2017-10-10T01:13:00.000Z;3032
Dal YP;2017-10-10T01:14:00.000Z;2578
Dal YP;2017-10-10T01:15:00.000Z;2488
Dal YP;2017-10-10T01:16:00.000Z;2816
Dal YP;2017-10-10T01:17:00.000Z;2833
Dal YP;2017-10-10T01:18:00.000Z;2369
Dal YP;2017-10-10T01:19:00.000Z;2549
Dal YP;2017-10-10T01:20:00.000Z;2388
Dal YP;2017-10-10T01:21:00.000Z;2525
Dal YP;2017-10-10T01:22:00.000Z;2834
Dal YP;2017-10-10T01:23:00.000Z;2912
Dal YP;2017-10-10T01:24:00.000Z;2514
Dal YP;2017-10-10T01:25:00.000Z;2369
Dal YP;2017-10-10T01:26:00.000Z;2744
Dal YP;2017-10-10T01:27:00.000Z;3013
Dal YP;2017-10-10T01:28:00.000Z;2999
Dal YP;2017-10-10T01:29:00.000Z;2636
Dal YP;2017-10-10T01:30:00.000Z;3018
Dal YP;2017-10-10T01:31:00.000Z;2627
Dal YP;2017-10-10T01:33:00.000Z;3173
Dal YP;2017-10-10T01:34:00.000Z;2899
Dal YP;2017-10-10T01:35:00.000Z;2542
Dal YP;2017-10-10T01:36:00.000Z;2940
Dal YP;2017-10-10T01:37:00.000Z;2513
Dal YP;2017-10-10T01:38:00.000Z;3269
Dal YP;2017-10-10T01:39:00.000Z;3079
Dal YP;2017-10-10T01:40:00.000Z;2647
Dal YP;2017-10-10T01:41:00.000Z;2544
Dal YP;2017-10-10T01:42:00.000Z;2733
Dal YP;2017-10-10T01:43:00.000Z;3211
Dal YP;2017-10-10T01:44:00.000Z;2838
Dal YP;2017-10-10T01:45:00.000Z;2662
Dal YP;2017-10-10T01:46:00.000Z;2366
Dal YP;2017-10-10T01:47:00.000Z;2830
Dal YP;2017-10-10T01:48:00.000Z;2835
Dal YP;2017-10-10T01:49:00.000Z;2577
Dal YP;2017-10-10T01:50:00.000Z;2820
Dal YP;2017-10-10T01:51:00.000Z;2797
Dal YP;2017-10-10T01:52:00.000Z;3033
Dal YP;2017-10-10T01:53:00.000Z;2739
Dal YP;2017-10-10T01:54:00.000Z;2684
Dal YP;2017-10-10T01:55:00.000Z;2511
Dal YP;2017-10-10T01:56:00.000Z;2511
Dal YP;2017-10-10T01:57:00.000Z;3057
Dal YP;2017-10-10T01:58:00.000Z;2374
Dal YP;2017-10-10T01:59:00.000Z;2787
Dal YP;2017-10-10T02:00:00.000Z;2737
Dal YP;2017-10-10T02:01:00.000Z;2265
Dal YP;2017-10-10T02:02:00.000Z;3097
Dal YP;2017-10-10T02:03:00.000Z;2662
Dal YP;2017-10-10T02:04:00.000Z;3176
Dal YP;2017-10-10T02:05:00.000Z;2581
Dal YP;2017-10-10T02:06:00.000Z;2723
Dal YP;2017-10-10T02:07:00.000Z;2910
Dal YP;2017-10-10T02:08:00.000Z;2249
Dal YP;2017-10-10T02:09:00.000Z;2490
Dal YP;2017-10-10T02:10:00.000Z;2587
Dal YP;2017-10-10T02:11:00.000Z;3121
Dal YP;2017-10-10T02:12:00.000Z;2867
Dal YP;2017-10-10T02:13:00.000Z;2538
Dal YP;2017-10-10T02:14:00.000Z;2461
Dal YP;2017-10-10T02:15:00.000Z;2569
Dal YP;2017-10-10T02:16:00.000Z;2126
Dal YP;2017-10-10T02:17:00.000Z;2395
Dal YP;2017-10-10T02:18:00.000Z;2518
Dal YP;2017-10-10T02:19:00.000Z;2141
Dal YP;2017-10-10T02:20:00.000Z;2087
Dal YP;2017-10-10T02:21:00.000Z;2209
Dal YP;2017-10-10T02:22:00.000Z;2525
Dal YP;2017-10-10T02:23:00.000Z;2380
Dal YP;2017-10-10T02:24:00.000Z;2489
Dal YP;2017-10-10T02:25:00.000Z;2658
Dal YP;2017-10-10T02:26:00.000Z;2675
Dal YP;2017-10-10T02:27:00.000Z;2764
Dal YP;2017-10-10T02:28:00.000Z;2786
Dal YP;2017-10-10T02:29:00.000Z;2603
Dal YP;2017-10-10T02:30:00.000Z;2523
Dal YP;2017-10-10T02:31:00.000Z;2769
Dal YP;2017-10-10T02:32:00.000Z;2960
Dal YP;2017-10-10T02:33:00.000Z;2731
Dal YP;2017-10-10T02:34:00.000Z;2614
Dal YP;2017-10-10T02:35:00.000Z;2248
Dal YP;2017-10-10T02:36:00.000Z;2583
Dal YP;2017-10-10T02:37:00.000Z;3660
Dal YP;2017-10-10T02:38:00.000Z;2265
Dal YP;2017-10-10T02:39:00.000Z;2618
Dal YP;2017-10-10T02:40:00.000Z;2932
Dal YP;2017-10-10T02:41:00.000Z;3088
Dal YP;2017-10-10T02:42:00.000Z;2977
Dal YP;2017-10-10T02:43:00.000Z;2433
Dal YP;2017-10-10T02:44:00.000Z;2941
Dal YP;2017-10-10T02:45:00.000Z;3197
Dal YP;2017-10-10T02:46:00.000Z;2839
Dal YP;2017-10-10T02:47:00.000Z;2689
Dal YP;2017-10-10T02:48:00.000Z;2615
Dal YP;2017-10-10T02:49:00.000Z;3062
Dal YP;2017-10-10T02:50:00.000Z;3035
Dal YP;2017-10-10T02:51:00.000Z;2494
Dal YP;2017-10-10T02:52:00.000Z;3188
Dal YP;2017-10-10T02:53:00.000Z;2435
Dal YP;2017-10-10T02:54:00.000Z;2643
Dal YP;2017-10-10T02:55:00.000Z;2327
Dal YP;2017-10-10T02:56:00.000Z;2609
Dal YP;2017-10-10T02:57:00.000Z;2825
Dal YP;2017-10-10T02:58:00.000Z;2496
Dal YP;2017-10-10T02:59:00.000Z;2389
Dal YP;2017-10-10T03:00:00.000Z;2878
Dal YP;2017-10-10T03:01:00.000Z;2440
Dal YP;2017-10-10T03:02:00.000Z;2601
Dal YP;2017-10-10T03:03:00.000Z;2543
Dal YP;2017-10-10T03:04:00.000Z;2503
Dal YP;2017-10-10T03:05:00.000Z;2613
Dal YP;2017-10-10T03:06:00.000Z;2710
Dal YP;2017-10-10T03:07:00.000Z;3123
Dal YP;2017-10-10T03:08:00.000Z;2423
Dal YP;2017-10-10T03:09:00.000Z;2704
Dal YP;2017-10-10T03:10:00.000Z;2810
Dal YP;2017-10-10T03:11:00.000Z;2418
Dal YP;2017-10-10T03:12:00.000Z;3068
Dal YP;2017-10-10T03:13:00.000Z;2251
Dal YP;2017-10-10T03:14:00.000Z;2447
Dal YP;2017-10-10T03:15:00.000Z;2601
Dal YP;2017-10-10T03:16:00.000Z;2366
Dal YP;2017-10-10T03:17:00.000Z;2857
Dal YP;2017-10-10T03:18:00.000Z;2505
Dal YP;2017-10-10T03:19:00.000Z;2319
Dal YP;2017-10-10T03:20:00.000Z;2425
Dal YP;2017-10-10T03:21:00.000Z;2608
Dal YP;2017-10-10T03:22:00.000Z;2710
Dal YP;2017-10-10T03:23:00.000Z;2397
Dal YP;2017-10-10T03:25:00.000Z;2221
Dal YP;2017-10-10T03:26:00.000Z;2282
Dal YP;2017-10-10T03:27:00.000Z;2272
Dal YP;2017-10-10T03:28:00.000Z;2204
Dal YP;2017-10-10T03:29:00.000Z;2344
Dal YP;2017-10-10T03:30:00.000Z;2311
Dal YP;2017-10-10T03:31:00.000Z;2528
Dal YP;2017-10-10T03:32:00.000Z;2241
Dal YP;2017-10-10T03:33:00.000Z;3234
Dal YP;2017-10-10T03:34:00.000Z;2123
Dal YP;2017-10-10T03:35:00.000Z;1950
Dal YP;2017-10-10T03:36:00.000Z;2212
Dal YP;2017-10-10T03:37:00.000Z;2028
Dal YP;2017-10-10T03:38:00.000Z;2667
Dal YP;2017-10-10T03:39:00.000Z;2014
Dal YP;2017-10-10T03:40:00.000Z;2056
Dal YP;2017-10-10T03:41:00.000Z;2263
Dal YP;2017-10-10T03:42:00.000Z;2273
Dal YP;2017-10-10T03:43:00.000Z;2752
Dal YP;2017-10-10T03:44:00.000Z;2335
Dal YP;2017-10-10T03:45:00.000Z;2209
Dal YP;2017-10-10T03:46:00.000Z;2274
Dal YP;2017-10-10T03:47:00.000Z;2503
Dal YP;2017-10-10T03:48:00.000Z;2720
Dal YP;2017-10-10T03:49:00.000Z;2114
Dal YP;2017-10-10T03:50:00.000Z;2507
Dal YP;2017-10-10T03:51:00.000Z;2208
Dal YP;2017-10-10T03:52:00.000Z;2307
Dal YP;2017-10-10T03:53:00.000Z;2680
Dal YP;2017-10-10T03:54:00.000Z;1918
Dal YP;2017-10-10T03:55:00.000Z;1953
Dal YP;2017-10-10T03:56:00.000Z;1874
Dal YP;2017-10-10T03:57:00.000Z;2232
Dal YP;2017-10-10T03:58:00.000Z;2127
Dal YP;2017-10-10T03:59:00.000Z;2032
Dal YP;2017-10-10T04:00:00.000Z;2081
Dal YP;2017-10-10T04:01:00.000Z;2485
Dal YP;2017-10-10T04:02:00.000Z;2578
Dal YP;2017-10-10T04:03:00.000Z;2909
Dal YP;2017-10-10T04:04:00.000Z;2684
Dal YP;2017-10-10T04:05:00.000Z;2352
Dal YP;2017-10-10T04:06:00.000Z;2372
Dal YP;2017-10-10T04:07:00.000Z;2351
Dal YP;2017-10-10T04:08:00.000Z;2165
Dal YP;2017-10-10T04:09:00.000Z;2156
Dal YP;2017-10-10T04:10:00.000Z;2397
Dal YP;2017-10-10T04:11:00.000Z;2527
Dal YP;2017-10-10T04:12:00.000Z;2732
Dal YP;2017-10-10T04:13:00.000Z;3063
Dal YP;2017-10-10T04:14:00.000Z;2191
Dal YP;2017-10-10T04:15:00.000Z;2102
Dal YP;2017-10-10T04:16:00.000Z;2430
Dal YP;2017-10-10T04:17:00.000Z;2389
Dal YP;2017-10-10T04:18:00.000Z;2784
Dal YP;2017-10-10T04:19:00.000Z;2321
Dal YP;2017-10-10T04:20:00.000Z;2081
Dal YP;2017-10-10T04:21:00.000Z;2207
Dal YP;2017-10-10T04:22:00.000Z;2927
Dal YP;2017-10-10T04:23:00.000Z;2362
Dal YP;2017-10-10T04:24:00.000Z;1983
Dal YP;2017-10-10T04:25:00.000Z;2023
Dal YP;2017-10-10T04:26:00.000Z;2266
Dal YP;2017-10-10T04:27:00.000Z;2757
Dal YP;2017-10-10T04:28:00.000Z;2532
Dal YP;2017-10-10T04:29:00.000Z;2227
Dal YP;2017-10-10T04:30:00.000Z;1998
Dal YP;2017-10-10T04:31:00.000Z;2443
Dal YP;2017-10-10T04:32:00.000Z;2534
Dal YP;2017-10-10T04:33:00.000Z;2329
Dal YP;2017-10-10T04:34:00.000Z;2601
Dal YP;2017-10-10T04:35:00.000Z;2033
Dal YP;2017-10-10T04:36:00.000Z;2125
Dal YP;2017-10-10T04:37:00.000Z;2226
Dal YP;2017-10-10T04:38:00.000Z;2160
Dal YP;2017-10-10T04:39:00.000Z;1874
Dal YP;2017-10-10T04:40:00.000Z;1904
Dal YP;2017-10-10T04:41:00.000Z;1999
Dal YP;2017-10-10T04:42:00.000Z;2139
Dal YP;2017-10-10T04:43:00.000Z;2016
Dal YP;2017-10-10T04:44:00.000Z;2180
Dal YP;2017-10-10T04:45:00.000Z;1800
Dal YP;2017-10-10T04:46:00.000Z;1816
Dal YP;2017-10-10T04:47:00.000Z;2191
Dal YP;2017-10-10T04:48:00.000Z;1725
Dal YP;2017-10-10T04:49:00.000Z;2062
Dal YP;2017-10-10T04:50:00.000Z;2018
Dal YP;2017-10-10T04:51:00.000Z;2260
Dal YP;2017-10-10T04:52:00.000Z;2292
Dal YP;2017-10-10T04:53:00.000Z;1801
Dal YP;2017-10-10T04:54:00.000Z;2067
Dal YP;2017-10-10T04:55:00.000Z;1869
Dal YP;2017-10-10T04:56:00.000Z;1927
Dal YP;2017-10-10T04:57:00.000Z;2138
Dal YP;2017-10-10T04:58:00.000Z;2347
Dal YP;2017-10-10T04:59:00.000Z;2127
Dal YP;2017-10-10T05:00:00.000Z;2052
Dal YP;2017-10-10T05:01:00.000Z;1985
Dal YP;2017-10-10T05:02:00.000Z;2264
Dal YP;2017-10-10T05:03:00.000Z;2068
Dal YP;2017-10-10T05:04:00.000Z;1921
Dal YP;2017-10-10T05:05:00.000Z;1863
Dal YP;2017-10-10T05:06:00.000Z;2092
Dal YP;2017-10-10T05:07:00.000Z;2123
Dal YP;2017-10-10T05:08:00.000Z;1949
Dal YP;2017-10-10T05:09:00.000Z;1756
Dal YP;2017-10-10T05:10:00.000Z;2005
Dal YP;2017-10-10T05:11:00.000Z;2704
Dal YP;2017-10-10T05:12:00.000Z;2427
Dal YP;2017-10-10T05:13:00.000Z;2006
Dal YP;2017-10-10T05:14:00.000Z;2001
Dal YP;2017-10-10T05:15:00.000Z;1585
Dal YP;2017-10-10T05:16:00.000Z;1692
Dal YP;2017-10-10T05:17:00.000Z;1921
Dal YP;2017-10-10T05:18:00.000Z;1893
Dal YP;2017-10-10T05:19:00.000Z;1899
Dal YP;2017-10-10T05:20:00.000Z;2268
Dal YP;2017-10-10T05:21:00.000Z;2063
Dal YP;2017-10-10T05:22:00.000Z;2306
Dal YP;2017-10-10T05:23:00.000Z;1854
Dal YP;2017-10-10T05:24:00.000Z;1991
Dal YP;2017-10-10T05:25:00.000Z;1870
Dal YP;2017-10-10T05:26:00.000Z;2079
Dal YP;2017-10-10T05:27:00.000Z;2007
Dal YP;2017-10-10T05:28:00.000Z;1775
Dal YP;2017-10-10T05:29:00.000Z;2116
Dal YP;2017-10-10T05:30:00.000Z;2601
Dal YP;2017-10-10T05:31:00.000Z;2469
Dal YP;2017-10-10T05:32:00.000Z;2382
Dal YP;2017-10-10T05:33:00.000Z;1721
Dal YP;2017-10-10T05:34:00.000Z;1731
Dal YP;2017-10-10T05:35:00.000Z;2377
Dal YP;2017-10-10T05:36:00.000Z;2201
Dal YP;2017-10-10T05:37:00.000Z;2929
Dal YP;2017-10-10T05:38:00.000Z;2089
Dal YP;2017-10-10T05:39:00.000Z;1997
Dal YP;2017-10-10T05:40:00.000Z;1759
Dal YP;2017-10-10T05:41:00.000Z;2040
Dal YP;2017-10-10T05:42:00.000Z;2802
Dal YP;2017-10-10T05:43:00.000Z;1911
Dal YP;2017-10-10T05:44:00.000Z;2013
Dal YP;2017-10-10T05:45:00.000Z;2083
Dal YP;2017-10-10T05:46:00.000Z;1923
Dal YP;2017-10-10T05:47:00.000Z;2455
Dal YP;2017-10-10T05:48:00.000Z;2315
Dal YP;2017-10-10T05:49:00.000Z;2316
Dal YP;2017-10-10T05:50:00.000Z;2182
Dal YP;2017-10-10T05:51:00.000Z;2542
Dal YP;2017-10-10T05:52:00.000Z;2430
Dal YP;2017-10-10T05:53:00.000Z;2185
Dal YP;2017-10-10T05:54:00.000Z;2471
Dal YP;2017-10-10T05:55:00.000Z;2282
Dal YP;2017-10-10T05:56:00.000Z;2161
Dal YP;2017-10-10T05:57:00.000Z;2241
Dal YP;2017-10-10T05:58:00.000Z;2503
Dal YP;2017-10-10T05:59:00.000Z;2317
Dal YP;2017-10-10T06:00:00.000Z;2183
Dal YP;2017-10-10T06:01:00.000Z;1989
Dal YP;2017-10-10T06:02:00.000Z;2386
Dal YP;2017-10-10T06:03:00.000Z;2271
Dal YP;2017-10-10T06:04:00.000Z;1929
Dal YP;2017-10-10T06:05:00.000Z;1915
Dal YP;2017-10-10T06:06:00.000Z;2069
Dal YP;2017-10-10T06:07:00.000Z;1968
Dal YP;2017-10-10T06:08:00.000Z;1826
Dal YP;2017-10-10T06:09:00.000Z;1801
Dal YP;2017-10-10T06:10:00.000Z;2314
Dal YP;2017-10-10T06:11:00.000Z;1936
Dal YP;2017-10-10T06:12:00.000Z;2334
Dal YP;2017-10-10T06:13:00.000Z;2380
Dal YP;2017-10-10T06:14:00.000Z;2280
Dal YP;2017-10-10T06:15:00.000Z;2315
Dal YP;2017-10-10T06:16:00.000Z;2174
Dal YP;2017-10-10T06:17:00.000Z;2234
Dal YP;2017-10-10T06:18:00.000Z;1862
Dal YP;2017-10-10T06:19:00.000Z;1967
Dal YP;2017-10-10T06:20:00.000Z;1872
Dal YP;2017-10-10T06:21:00.000Z;1994
Dal YP;2017-10-10T06:22:00.000Z;2718
Dal YP;2017-10-10T06:23:00.000Z;1869
Dal YP;2017-10-10T06:24:00.000Z;1956
Dal YP;2017-10-10T06:25:00.000Z;1993
Dal YP;2017-10-10T06:26:00.000Z;1878
Dal YP;2017-10-10T06:27:00.000Z;2092
Dal YP;2017-10-10T06:28:00.000Z;1951
Dal YP;2017-10-10T06:29:00.000Z;1944
Dal YP;2017-10-10T06:30:00.000Z;1935
Dal YP;2017-10-10T06:31:00.000Z;2035
Dal YP;2017-10-10T06:32:00.000Z;2389
Dal YP;2017-10-10T06:33:00.000Z;2334
Dal YP;2017-10-10T06:34:00.000Z;1950
Dal YP;2017-10-10T06:35:00.000Z;2114
Dal YP;2017-10-10T06:36:00.000Z;2303
Dal YP;2017-10-10T06:37:00.000Z;2473
Dal YP;2017-10-10T06:38:00.000Z;1902
Dal YP;2017-10-10T06:39:00.000Z;1768
Dal YP;2017-10-10T06:40:00.000Z;2051
Dal YP;2017-10-10T06:41:00.000Z;2020
Dal YP;2017-10-10T06:42:00.000Z;2162
Dal YP;2017-10-10T06:43:00.000Z;2272
Dal YP;2017-10-10T06:44:00.000Z;1825
Dal YP;2017-10-10T06:45:00.000Z;2066
Dal YP;2017-10-10T06:46:00.000Z;1644
Dal YP;2017-10-10T06:47:00.000Z;2398
Dal YP;2017-10-10T06:48:00.000Z;1894
Dal YP;2017-10-10T06:49:00.000Z;2147
Dal YP;2017-10-10T06:50:00.000Z;2379
Dal YP;2017-10-10T06:51:00.000Z;2069
Dal YP;2017-10-10T06:52:00.000Z;2446
Dal YP;2017-10-10T06:53:00.000Z;1960
Dal YP;2017-10-10T06:54:00.000Z;1809
Dal YP;2017-10-10T06:55:00.000Z;1993
Dal YP;2017-10-10T06:56:00.000Z;1925
Dal YP;2017-10-10T06:57:00.000Z;2094
Dal YP;2017-10-10T06:58:00.000Z;1992
Dal YP;2017-10-10T06:59:00.000Z;1988
Dal YP;2017-10-10T07:00:00.000Z;2383
