Series;Time;Value
Dal YP;2017-10-18T08:42:00.000Z;3120
Dal YP;2017-10-18T08:43:00.000Z;2493
Dal YP;2017-10-18T08:44:00.000Z;2475
Dal YP;2017-10-18T08:45:00.000Z;2407
Dal YP;2017-10-18T08:46:00.000Z;2646
Dal YP;2017-10-18T08:47:00.000Z;3009
Dal YP;2017-10-18T08:48:00.000Z;2487
Dal YP;2017-10-18T08:49:00.000Z;2761
Dal YP;2017-10-18T08:50:00.000Z;2579
Dal YP;2017-10-18T08:51:00.000Z;2764
Dal YP;2017-10-18T08:52:00.000Z;2850
Dal YP;2017-10-18T08:53:00.000Z;2849
Dal YP;2017-10-18T08:54:00.000Z;2691
Dal YP;2017-10-18T08:55:00.000Z;2617
Dal YP;2017-10-18T08:56:00.000Z;2678
Dal YP;2017-10-18T08:57:00.000Z;3046
Dal YP;2017-10-18T08:58:00.000Z;2718
Dal YP;2017-10-18T08:59:00.000Z;3167
Dal YP;2017-10-18T09:00:00.000Z;4963
Dal YP;2017-10-18T09:01:00.000Z;5476
Dal YP;2017-10-18T09:02:00.000Z;4639
Dal YP;2017-10-18T09:03:00.000Z;5108
Dal YP;2017-10-18T09:04:00.000Z;3334
Dal YP;2017-10-18T09:05:00.000Z;3297
Dal YP;2017-10-18T09:06:00.000Z;3364
Dal YP;2017-10-18T09:07:00.000Z;3393
Dal YP;2017-10-18T09:08:00.000Z;3039
Dal YP;2017-10-18T09:09:00.000Z;2972
Dal YP;2017-10-18T09:10:00.000Z;2926
Dal YP;2017-10-18T09:11:00.000Z;3101
Dal YP;2017-10-18T09:12:00.000Z;3700
Dal YP;2017-10-18T09:13:00.000Z;3036
Dal YP;2017-10-18T09:14:00.000Z;2983
Dal YP;2017-10-18T09:15:00.000Z;3070
Dal YP;2017-10-18T09:16:00.000Z;3256
Dal YP;2017-10-18T09:17:00.000Z;3589
Dal YP;2017-10-18T09:18:00.000Z;3516
Dal YP;2017-10-18T09:19:00.000Z;3382
Dal YP;2017-10-18T09:20:00.000Z;3761
Dal YP;2017-10-18T09:21:00.000Z;2741
Dal YP;2017-10-18T09:22:00.000Z;3174
Dal YP;2017-10-18T09:23:00.000Z;2807
Dal YP;2017-10-18T09:24:00.000Z;2928
Dal YP;2017-10-18T09:25:00.000Z;2731
Dal YP;2017-10-18T09:26:00.000Z;3200
Dal YP;2017-10-18T09:27:00.000Z;3307
Dal YP;2017-10-18T09:28:00.000Z;3018
Dal YP;2017-10-18T09:29:00.000Z;2857
Dal YP;2017-10-18T09:30:00.000Z;3119
Dal YP;2017-10-18T09:31:00.000Z;3176
Dal YP;2017-10-18T09:32:00.000Z;3358
Dal YP;2017-10-18T09:33:00.000Z;2873
Dal YP;2017-10-18T09:34:00.000Z;3076
Dal YP;2017-10-18T09:35:00.000Z;2631
Dal YP;2017-10-18T09:36:00.000Z;2810
Dal YP;2017-10-18T09:37:00.000Z;2683
Dal YP;2017-10-18T09:38:00.000Z;3140
Dal YP;2017-10-18T09:39:00.000Z;3903
Dal YP;2017-10-18T09:40:00.000Z;3484
Dal YP;2017-10-18T09:41:00.000Z;3533
Dal YP;2017-10-18T09:42:00.000Z;3135
Dal YP;2017-10-18T09:43:00.000Z;3239
Dal YP;2017-10-18T09:44:00.000Z;2971
Dal YP;2017-10-18T09:45:00.000Z;3251
Dal YP;2017-10-18T09:46:00.000Z;2954
Dal YP;2017-10-18T09:47:00.000Z;4287
Dal YP;2017-10-18T09:48:00.000Z;4186
Dal YP;2017-10-18T09:49:00.000Z;3159
Dal YP;2017-10-18T09:50:00.000Z;3552
Dal YP;2017-10-18T09:51:00.000Z;3812
Dal YP;2017-10-18T09:52:00.000Z;4680
Dal YP;2017-10-18T09:53:00.000Z;3812
Dal YP;2017-10-18T09:54:00.000Z;3551
Dal YP;2017-10-18T09:55:00.000Z;4154
Dal YP;2017-10-18T09:56:00.000Z;3868
Dal YP;2017-10-18T09:57:00.000Z;3445
Dal YP;2017-10-18T09:58:00.000Z;3648
Dal YP;2017-10-18T09:59:00.000Z;3114
Dal YP;2017-10-18T10:00:00.000Z;3139
Dal YP;2017-10-18T10:01:00.000Z;3341
Dal YP;2017-10-18T10:02:00.000Z;3365
Dal YP;2017-10-18T10:03:00.000Z;3639
Dal YP;2017-10-18T10:04:00.000Z;3438
Dal YP;2017-10-18T10:05:00.000Z;3626
Dal YP;2017-10-18T10:06:00.000Z;3555
Dal YP;2017-10-18T10:07:00.000Z;4100
Dal YP;2017-10-18T10:08:00.000Z;4079
Dal YP;2017-10-18T10:09:00.000Z;3959
Dal YP;2017-10-18T10:10:00.000Z;4226
Dal YP;2017-10-18T10:11:00.000Z;2973
Dal YP;2017-10-18T10:12:00.000Z;3508
Dal YP;2017-10-18T10:13:00.000Z;3648
Dal YP;2017-10-18T10:14:00.000Z;4109
Dal YP;2017-10-18T10:15:00.000Z;3653
Dal YP;2017-10-18T10:16:00.000Z;3455
Dal YP;2017-10-18T10:17:00.000Z;4294
Dal YP;2017-10-18T10:18:00.000Z;4103
Dal YP;2017-10-18T10:19:00.000Z;4623
Dal YP;2017-10-18T10:20:00.000Z;5875
Dal YP;2017-10-18T10:21:00.000Z;4361
Dal YP;2017-10-18T10:22:00.000Z;4193
Dal YP;2017-10-18T10:23:00.000Z;4521
Dal YP;2017-10-18T10:24:00.000Z;4498
Dal YP;2017-10-18T10:25:00.000Z;3779
Dal YP;2017-10-18T10:26:00.000Z;3041
Dal YP;2017-10-18T10:27:00.000Z;3400
Dal YP;2017-10-18T10:28:00.000Z;2928
Dal YP;2017-10-18T10:29:00.000Z;3227
Dal YP;2017-10-18T10:30:00.000Z;2628
Dal YP;2017-10-18T10:31:00.000Z;2616
Dal YP;2017-10-18T10:32:00.000Z;3161
Dal YP;2017-10-18T10:33:00.000Z;3036
Dal YP;2017-10-18T10:34:00.000Z;2800
Dal YP;2017-10-18T10:35:00.000Z;2745
Dal YP;2017-10-18T10:36:00.000Z;2722
Dal YP;2017-10-18T10:37:00.000Z;2849
Dal YP;2017-10-18T10:38:00.000Z;2319
Dal YP;2017-10-18T10:39:00.000Z;2522
Dal YP;2017-10-18T10:40:00.000Z;2451
Dal YP;2017-10-18T10:41:00.000Z;3270
Dal YP;2017-10-18T10:42:00.000Z;3518
Dal YP;2017-10-18T10:43:00.000Z;3544
Dal YP;2017-10-18T10:44:00.000Z;3469
Dal YP;2017-10-18T10:45:00.000Z;3399
Dal YP;2017-10-18T10:46:00.000Z;2621
Dal YP;2017-10-18T10:47:00.000Z;3194
Dal YP;2017-10-18T10:48:00.000Z;2805
Dal YP;2017-10-18T10:49:00.000Z;3088
Dal YP;2017-10-18T10:50:00.000Z;2850
Dal YP;2017-10-18T10:51:00.000Z;2472
Dal YP;2017-10-18T10:52:00.000Z;3008
Dal YP;2017-10-18T10:53:00.000Z;2628
Dal YP;2017-10-18T10:54:00.000Z;2702
Dal YP;2017-10-18T10:55:00.000Z;2361
Dal YP;2017-10-18T10:56:00.000Z;2446
Dal YP;2017-10-18T10:57:00.000Z;3196
Dal YP;2017-10-18T10:58:00.000Z;2905
Dal YP;2017-10-18T10:59:00.000Z;3413
Dal YP;2017-10-18T11:00:00.000Z;3045
Dal YP;2017-10-18T11:01:00.000Z;2967
Dal YP;2017-10-18T11:02:00.000Z;4098
Dal YP;2017-10-18T11:03:00.000Z;3149
Dal YP;2017-10-18T11:04:00.000Z;2651
Dal YP;2017-10-18T11:05:00.000Z;3442
Dal YP;2017-10-18T11:06:00.000Z;3430
Dal YP;2017-10-18T11:07:00.000Z;3361
Dal YP;2017-10-18T11:08:00.000Z;3984
Dal YP;2017-10-18T11:09:00.000Z;3632
Dal YP;2017-10-18T11:10:00.000Z;2909
Dal YP;2017-10-18T11:11:00.000Z;2895
Dal YP;2017-10-18T11:12:00.000Z;4335
Dal YP;2017-10-18T11:13:00.000Z;3230
Dal YP;2017-10-18T11:14:00.000Z;2927
Dal YP;2017-10-18T11:15:00.000Z;3640
Dal YP;2017-10-18T11:16:00.000Z;4602
Dal YP;2017-10-18T11:17:00.000Z;3628
Dal YP;2017-10-18T11:18:00.000Z;3294
Dal YP;2017-10-18T11:19:00.000Z;3847
Dal YP;2017-10-18T11:20:00.000Z;4322
Dal YP;2017-10-18T11:21:00.000Z;3887
Dal YP;2017-10-18T11:22:00.000Z;4670
Dal YP;2017-10-18T11:23:00.000Z;4064
Dal YP;2017-10-18T11:24:00.000Z;3387
Dal YP;2017-10-18T11:25:00.000Z;3537
Dal YP;2017-10-18T11:26:00.000Z;3544
Dal YP;2017-10-18T11:27:00.000Z;3682
Dal YP;2017-10-18T11:28:00.000Z;3205
Dal YP;2017-10-18T11:29:00.000Z;3677
Dal YP;2017-10-18T11:30:00.000Z;2757
Dal YP;2017-10-18T11:31:00.000Z;3116
Dal YP;2017-10-18T11:32:00.000Z;3486
Dal YP;2017-10-18T11:33:00.000Z;3035
Dal YP;2017-10-18T11:34:00.000Z;2719
Dal YP;2017-10-18T11:35:00.000Z;2890
Dal YP;2017-10-18T11:37:00.000Z;2558
Dal YP;2017-10-18T11:38:00.000Z;2975
Dal YP;2017-10-18T11:39:00.000Z;2720
Dal YP;2017-10-18T11:40:00.000Z;2606
Dal YP;2017-10-18T11:41:00.000Z;3172
Dal YP;2017-10-18T11:42:00.000Z;3524
Dal YP;2017-10-18T11:43:00.000Z;3989
Dal YP;2017-10-18T11:44:00.000Z;3956
Dal YP;2017-10-18T11:45:00.000Z;3582
Dal YP;2017-10-18T11:46:00.000Z;3323
Dal YP;2017-10-18T11:47:00.000Z;2690
Dal YP;2017-10-18T11:48:00.000Z;3169
Dal YP;2017-10-18T11:49:00.000Z;3003
Dal YP;2017-10-18T11:50:00.000Z;3034
Dal YP;2017-10-18T11:51:00.000Z;3175
Dal YP;2017-10-18T11:52:00.000Z;3606
Dal YP;2017-10-18T11:53:00.000Z;3508
Dal YP;2017-10-18T11:54:00.000Z;3370
Dal YP;2017-10-18T11:55:00.000Z;3189
Dal YP;2017-10-18T11:56:00.000Z;3280
Dal YP;2017-10-18T11:57:00.000Z;2824
Dal YP;2017-10-18T11:58:00.000Z;3274
Dal YP;2017-10-18T11:59:00.000Z;3385
Dal YP;2017-10-18T12:00:00.000Z;3260
Dal YP;2017-10-18T12:01:00.000Z;3358
Dal YP;2017-10-18T12:02:00.000Z;3247
Dal YP;2017-10-18T12:03:00.000Z;3981
Dal YP;2017-10-18T12:04:00.000Z;4339
Dal YP;2017-10-18T12:05:00.000Z;3764
Dal YP;2017-10-18T12:06:00.000Z;4245
Dal YP;2017-10-18T12:07:00.000Z;3760
Dal YP;2017-10-18T12:08:00.000Z;4837
Dal YP;2017-10-18T12:09:00.000Z;4096
Dal YP;2017-10-18T12:10:00.000Z;4179
Dal YP;2017-10-18T12:11:00.000Z;3910
Dal YP;2017-10-18T12:12:00.000Z;4089
Dal YP;2017-10-18T12:13:00.000Z;4104
Dal YP;2017-10-18T12:14:00.000Z;4038
Dal YP;2017-10-18T12:15:00.000Z;3984
Dal YP;2017-10-18T12:16:00.000Z;4059
Dal YP;2017-10-18T12:17:00.000Z;4318
Dal YP;2017-10-18T12:18:00.000Z;3938
Dal YP;2017-10-18T12:19:00.000Z;3892
Dal YP;2017-10-18T12:20:00.000Z;4297
Dal YP;2017-10-18T12:21:00.000Z;4261
Dal YP;2017-10-18T12:22:00.000Z;4495
Dal YP;2017-10-18T12:23:00.000Z;4404
Dal YP;2017-10-18T12:24:00.000Z;4346
Dal YP;2017-10-18T12:25:00.000Z;3535
Dal YP;2017-10-18T12:26:00.000Z;4325
Dal YP;2017-10-18T12:27:00.000Z;4060
Dal YP;2017-10-18T12:28:00.000Z;4011
Dal YP;2017-10-18T12:29:00.000Z;3811
Dal YP;2017-10-18T12:30:00.000Z;3958
Dal YP;2017-10-18T12:31:00.000Z;3690
Dal YP;2017-10-18T12:32:00.000Z;3863
Dal YP;2017-10-18T12:33:00.000Z;4372
Dal YP;2017-10-18T12:34:00.000Z;3887
Dal YP;2017-10-18T12:35:00.000Z;3813
Dal YP;2017-10-18T12:36:00.000Z;3800
Dal YP;2017-10-18T12:37:00.000Z;4393
Dal YP;2017-10-18T12:38:00.000Z;5036
Dal YP;2017-10-18T12:39:00.000Z;3890
Dal YP;2017-10-18T12:40:00.000Z;4041
Dal YP;2017-10-18T12:41:00.000Z;4918
Dal YP;2017-10-18T12:42:00.000Z;4722
Dal YP;2017-10-18T12:43:00.000Z;4558
Dal YP;2017-10-18T12:44:00.000Z;4572
Dal YP;2017-10-18T12:45:00.000Z;4393
Dal YP;2017-10-18T12:46:00.000Z;3810
Dal YP;2017-10-18T12:47:00.000Z;4338
Dal YP;2017-10-18T12:48:00.000Z;4696
Dal YP;2017-10-18T12:49:00.000Z;4397
Dal YP;2017-10-18T12:50:00.000Z;4889
Dal YP;2017-10-18T12:51:00.000Z;4460
Dal YP;2017-10-18T12:52:00.000Z;4199
Dal YP;2017-10-18T12:53:00.000Z;4626
Dal YP;2017-10-18T12:54:00.000Z;4714
Dal YP;2017-10-18T12:55:00.000Z;4378
Dal YP;2017-10-18T12:56:00.000Z;4377
Dal YP;2017-10-18T12:57:00.000Z;4651
Dal YP;2017-10-18T12:58:00.000Z;4426
Dal YP;2017-10-18T12:59:00.000Z;3977
Dal YP;2017-10-18T13:00:00.000Z;3888
Dal YP;2017-10-18T13:01:00.000Z;3955
Dal YP;2017-10-18T13:02:00.000Z;4791
Dal YP;2017-10-18T13:03:00.000Z;4136
Dal YP;2017-10-18T13:04:00.000Z;4057
Dal YP;2017-10-18T13:05:00.000Z;4264
Dal YP;2017-10-18T13:06:00.000Z;4121
Dal YP;2017-10-18T13:07:00.000Z;5058
Dal YP;2017-10-18T13:08:00.000Z;4678
Dal YP;2017-10-18T13:09:00.000Z;4128
Dal YP;2017-10-18T13:10:00.000Z;4411
Dal YP;2017-10-18T13:11:00.000Z;4345
Dal YP;2017-10-18T13:12:00.000Z;4890
Dal YP;2017-10-18T13:13:00.000Z;4449
Dal YP;2017-10-18T13:14:00.000Z;4728
Dal YP;2017-10-18T13:15:00.000Z;4891
Dal YP;2017-10-18T13:16:00.000Z;4821
Dal YP;2017-10-18T13:17:00.000Z;4970
Dal YP;2017-10-18T13:18:00.000Z;4815
Dal YP;2017-10-18T13:19:00.000Z;5076
Dal YP;2017-10-18T13:20:00.000Z;4462
Dal YP;2017-10-18T13:21:00.000Z;4590
Dal YP;2017-10-18T13:22:00.000Z;4954
Dal YP;2017-10-18T13:23:00.000Z;4533
Dal YP;2017-10-18T13:24:00.000Z;4836
Dal YP;2017-10-18T13:25:00.000Z;4560
Dal YP;2017-10-18T13:26:00.000Z;4361
Dal YP;2017-10-18T13:27:00.000Z;4733
Dal YP;2017-10-18T13:28:00.000Z;4621
Dal YP;2017-10-18T13:29:00.000Z;4367
Dal YP;2017-10-18T13:30:00.000Z;5150
Dal YP;2017-10-18T13:31:00.000Z;5081
Dal YP;2017-10-18T13:32:00.000Z;5311
Dal YP;2017-10-18T13:33:00.000Z;5471
Dal YP;2017-10-18T13:34:00.000Z;4944
Dal YP;2017-10-18T13:35:00.000Z;4492
Dal YP;2017-10-18T13:36:00.000Z;4472
Dal YP;2017-10-18T13:37:00.000Z;5262
Dal YP;2017-10-18T13:38:00.000Z;4556
Dal YP;2017-10-18T13:39:00.000Z;4659
Dal YP;2017-10-18T13:40:00.000Z;5046
Dal YP;2017-10-18T13:41:00.000Z;4762
Dal YP;2017-10-18T13:42:00.000Z;5660
Dal YP;2017-10-18T13:43:00.000Z;5077
Dal YP;2017-10-18T13:44:00.000Z;5236
Dal YP;2017-10-18T13:45:00.000Z;5300
Dal YP;2017-10-18T13:46:00.000Z;4120
Dal YP;2017-10-18T13:47:00.000Z;4234
Dal YP;2017-10-18T13:48:00.000Z;4560
Dal YP;2017-10-18T13:49:00.000Z;4854
Dal YP;2017-10-18T13:50:00.000Z;5280
Dal YP;2017-10-18T13:51:00.000Z;5216
Dal YP;2017-10-18T13:52:00.000Z;5679
Dal YP;2017-10-18T13:53:00.000Z;5950
Dal YP;2017-10-18T13:54:00.000Z;4719
Dal YP;2017-10-18T13:55:00.000Z;6258
Dal YP;2017-10-18T13:56:00.000Z;5707
Dal YP;2017-10-18T13:57:00.000Z;5742
Dal YP;2017-10-18T13:58:00.000Z;5294
Dal YP;2017-10-18T13:59:00.000Z;4863
Dal YP;2017-10-18T14:00:00.000Z;4981
Dal YP;2017-10-18T14:01:00.000Z;5306
Dal YP;2017-10-18T14:02:00.000Z;5334
Dal YP;2017-10-18T14:03:00.000Z;5898
Dal YP;2017-10-18T14:04:00.000Z;5695
Dal YP;2017-10-18T14:05:00.000Z;5251
Dal YP;2017-10-18T14:06:00.000Z;5102
Dal YP;2017-10-18T14:07:00.000Z;5020
Dal YP;2017-10-18T14:08:00.000Z;5059
Dal YP;2017-10-18T14:09:00.000Z;5482
Dal YP;2017-10-18T14:10:00.000Z;5522
Dal YP;2017-10-18T14:11:00.000Z;5708
Dal YP;2017-10-18T14:12:00.000Z;5490
Dal YP;2017-10-18T14:13:00.000Z;5098
Dal YP;2017-10-18T14:14:00.000Z;5385
Dal YP;2017-10-18T14:15:00.000Z;4778
Dal YP;2017-10-18T14:16:00.000Z;5031
Dal YP;2017-10-18T14:17:00.000Z;5621
Dal YP;2017-10-18T14:18:00.000Z;5474
Dal YP;2017-10-18T14:19:00.000Z;5339
Dal YP;2017-10-18T14:20:00.000Z;6240
Dal YP;2017-10-18T14:21:00.000Z;5641
Dal YP;2017-10-18T14:22:00.000Z;6190
Dal YP;2017-10-18T14:23:00.000Z;5962
Dal YP;2017-10-18T14:24:00.000Z;5491
Dal YP;2017-10-18T14:25:00.000Z;5649
Dal YP;2017-10-18T14:26:00.000Z;5333
Dal YP;2017-10-18T14:27:00.000Z;5453
Dal YP;2017-10-18T14:28:00.000Z;5526
Dal YP;2017-10-18T14:29:00.000Z;5743
Dal YP;2017-10-18T14:30:00.000Z;5289
Dal YP;2017-10-18T14:31:00.000Z;5174
Dal YP;2017-10-18T14:32:00.000Z;6325
Dal YP;2017-10-18T14:33:00.000Z;5937
Dal YP;2017-10-18T14:34:00.000Z;5913
Dal YP;2017-10-18T14:35:00.000Z;5771
Dal YP;2017-10-18T14:36:00.000Z;5554
Dal YP;2017-10-18T14:37:00.000Z;6217
Dal YP;2017-10-18T14:38:00.000Z;5437
Dal YP;2017-10-18T14:39:00.000Z;5590
Dal YP;2017-10-18T14:40:00.000Z;5676
Dal YP;2017-10-18T14:41:00.000Z;5289
Dal YP;2017-10-18T14:42:00.000Z;5816
Dal YP;2017-10-18T14:43:00.000Z;6330
Dal YP;2017-10-18T14:44:00.000Z;6691
Dal YP;2017-10-18T14:45:00.000Z;6272
Dal YP;2017-10-18T14:46:00.000Z;5668
Dal YP;2017-10-18T14:47:00.000Z;6013
Dal YP;2017-10-18T14:48:00.000Z;5897
Dal YP;2017-10-18T14:49:00.000Z;5521
Dal YP;2017-10-18T14:50:00.000Z;6171
Dal YP;2017-10-18T14:51:00.000Z;5911
Dal YP;2017-10-18T14:52:00.000Z;6011
Dal YP;2017-10-18T14:53:00.000Z;5995
Dal YP;2017-10-18T14:54:00.000Z;6093
Dal YP;2017-10-18T14:55:00.000Z;5535
Dal YP;2017-10-18T14:56:00.000Z;5784
Dal YP;2017-10-18T14:57:00.000Z;5739
Dal YP;2017-10-18T14:58:00.000Z;5501
Dal YP;2017-10-18T14:59:00.000Z;5681
Dal YP;2017-10-18T15:00:00.000Z;6339
Dal YP;2017-10-18T15:01:00.000Z;5688
Dal YP;2017-10-18T15:02:00.000Z;5886
Dal YP;2017-10-18T15:03:00.000Z;5687
Dal YP;2017-10-18T15:04:00.000Z;5853
Dal YP;2017-10-18T15:05:00.000Z;6226
Dal YP;2017-10-18T15:06:00.000Z;5855
Dal YP;2017-10-18T15:07:00.000Z;6213
Dal YP;2017-10-18T15:08:00.000Z;5649
Dal YP;2017-10-18T15:09:00.000Z;5421
Dal YP;2017-10-18T15:10:00.000Z;6236
Dal YP;2017-10-18T15:11:00.000Z;5717
Dal YP;2017-10-18T15:12:00.000Z;5855
Dal YP;2017-10-18T15:13:00.000Z;5295
Dal YP;2017-10-18T15:14:00.000Z;5469
Dal YP;2017-10-18T15:15:00.000Z;5205
Dal YP;2017-10-18T15:16:00.000Z;4995
Dal YP;2017-10-18T15:17:00.000Z;5627
Dal YP;2017-10-18T15:18:00.000Z;5765
Dal YP;2017-10-18T15:19:00.000Z;5879
Dal YP;2017-10-18T15:20:00.000Z;5699
Dal YP;2017-10-18T15:21:00.000Z;5577
Dal YP;2017-10-18T15:22:00.000Z;5900
Dal YP;2017-10-18T15:23:00.000Z;6592
Dal YP;2017-10-18T15:24:00.000Z;5788
Dal YP;2017-10-18T15:25:00.000Z;5900
Dal YP;2017-10-18T15:26:00.000Z;5902
Dal YP;2017-10-18T15:27:00.000Z;6834
Dal YP;2017-10-18T15:28:00.000Z;6154
Dal YP;2017-10-18T15:29:00.000Z;6087
Dal YP;2017-10-18T15:30:00.000Z;7114
Dal YP;2017-10-18T15:31:00.000Z;6285
Dal YP;2017-10-18T15:32:00.000Z;6536
Dal YP;2017-10-18T15:33:00.000Z;5881
Dal YP;2017-10-18T15:34:00.000Z;5899
Dal YP;2017-10-18T15:35:00.000Z;5535
Dal YP;2017-10-18T15:36:00.000Z;5538
Dal YP;2017-10-18T15:37:00.000Z;7542
Dal YP;2017-10-18T15:38:00.000Z;5964
Dal YP;2017-10-18T15:39:00.000Z;5565
Dal YP;2017-10-18T15:40:00.000Z;6199
Dal YP;2017-10-18T15:41:00.000Z;6404
Dal YP;2017-10-18T15:42:00.000Z;6042
Dal YP;2017-10-18T15:43:00.000Z;5160
Dal YP;2017-10-18T15:44:00.000Z;5255
Dal YP;2017-10-18T15:45:00.000Z;5843
Dal YP;2017-10-18T15:46:00.000Z;6761
Dal YP;2017-10-18T15:47:00.000Z;7361
Dal YP;2017-10-18T15:48:00.000Z;6857
Dal YP;2017-10-18T15:49:00.000Z;6818
Dal YP;2017-10-18T15:50:00.000Z;6224
Dal YP;2017-10-18T15:51:00.000Z;6680
Dal YP;2017-10-18T15:52:00.000Z;7485
Dal YP;2017-10-18T15:53:00.000Z;7085
Dal YP;2017-10-18T15:54:00.000Z;6629
Dal YP;2017-10-18T15:55:00.000Z;6157
Dal YP;2017-10-18T15:56:00.000Z;5766
Dal YP;2017-10-18T15:57:00.000Z;6476
Dal YP;2017-10-18T15:58:00.000Z;6163
Dal YP;2017-10-18T15:59:00.000Z;5546
Dal YP;2017-10-18T16:00:00.000Z;6826
Dal YP;2017-10-18T16:01:00.000Z;6341
Dal YP;2017-10-18T16:02:00.000Z;6723
Dal YP;2017-10-18T16:03:00.000Z;7432
Dal YP;2017-10-18T16:04:00.000Z;6097
Dal YP;2017-10-18T16:05:00.000Z;5642
Dal YP;2017-10-18T16:06:00.000Z;6909
Dal YP;2017-10-18T16:07:00.000Z;6650
Dal YP;2017-10-18T16:08:00.000Z;6458
Dal YP;2017-10-18T16:09:00.000Z;6317
Dal YP;2017-10-18T16:10:00.000Z;6784
Dal YP;2017-10-18T16:11:00.000Z;6929
Dal YP;2017-10-18T16:12:00.000Z;6736
Dal YP;2017-10-18T16:13:00.000Z;5872
Dal YP;2017-10-18T16:14:00.000Z;6519
Dal YP;2017-10-18T16:15:00.000Z;6562
Dal YP;2017-10-18T16:16:00.000Z;6163
Dal YP;2017-10-18T16:18:00.000Z;6573
Dal YP;2017-10-18T16:19:00.000Z;5955
Dal YP;2017-10-18T16:20:00.000Z;6905
Dal YP;2017-10-18T16:21:00.000Z;6534
Dal YP;2017-10-18T16:22:00.000Z;6779
Dal YP;2017-10-18T16:23:00.000Z;6501
Dal YP;2017-10-18T16:24:00.000Z;6595
Dal YP;2017-10-18T16:25:00.000Z;6028
Dal YP;2017-10-18T16:26:00.000Z;6284
Dal YP;2017-10-18T16:27:00.000Z;6453
Dal YP;2017-10-18T16:28:00.000Z;6519
Dal YP;2017-10-18T16:29:00.000Z;6884
Dal YP;2017-10-18T16:30:00.000Z;5919
Dal YP;2017-10-18T16:31:00.000Z;6209
Dal YP;2017-10-18T16:32:00.000Z;6279
Dal YP;2017-10-18T16:33:00.000Z;6172
Dal YP;2017-10-18T16:34:00.000Z;6469
Dal YP;2017-10-18T16:35:00.000Z;6240
Dal YP;2017-10-18T16:36:00.000Z;6318
Dal YP;2017-10-18T16:37:00.000Z;6057
Dal YP;2017-10-18T16:38:00.000Z;5698
Dal YP;2017-10-18T16:39:00.000Z;5782
Dal YP;2017-10-18T16:40:00.000Z;5047
Dal YP;2017-10-18T16:41:00.000Z;5624
Dal YP;2017-10-18T16:42:00.000Z;5777
Dal YP;2017-10-18T16:43:00.000Z;6125
Dal YP;2017-10-18T16:44:00.000Z;5306
Dal YP;2017-10-18T16:45:00.000Z;5399
Dal YP;2017-10-18T16:46:00.000Z;5206
Dal YP;2017-10-18T16:47:00.000Z;5508
Dal YP;2017-10-18T16:48:00.000Z;5730
Dal YP;2017-10-18T16:49:00.000Z;5764
Dal YP;2017-10-18T16:50:00.000Z;5391
Dal YP;2017-10-18T16:51:00.000Z;5715
Dal YP;2017-10-18T16:52:00.000Z;5922
Dal YP;2017-10-18T16:53:00.000Z;6425
Dal YP;2017-10-18T16:54:00.000Z;5643
Dal YP;2017-10-18T16:55:00.000Z;5915
Dal YP;2017-10-18T16:56:00.000Z;5607
Dal YP;2017-10-18T16:57:00.000Z;6405
Dal YP;2017-10-18T16:58:00.000Z;5655
Dal YP;2017-10-18T16:59:00.000Z;5327
Dal YP;2017-10-18T17:00:00.000Z;5304
Dal YP;2017-10-18T17:01:00.000Z;5248
Dal YP;2017-10-18T17:02:00.000Z;6320
Dal YP;2017-10-18T17:03:00.000Z;5819
Dal YP;2017-10-18T17:04:00.000Z;6015
Dal YP;2017-10-18T17:05:00.000Z;7336
Dal YP;2017-10-18T17:06:00.000Z;6356
Dal YP;2017-10-18T17:07:00.000Z;5905
Dal YP;2017-10-18T17:08:00.000Z;5054
Dal YP;2017-10-18T17:09:00.000Z;5054
Dal YP;2017-10-18T17:10:00.000Z;5559
Dal YP;2017-10-18T17:11:00.000Z;5742
Dal YP;2017-10-18T17:12:00.000Z;5682
Dal YP;2017-10-18T17:13:00.000Z;5839
Dal YP;2017-10-18T17:14:00.000Z;4887
Dal YP;2017-10-18T17:15:00.000Z;5198
Dal YP;2017-10-18T17:16:00.000Z;5191
Dal YP;2017-10-18T17:17:00.000Z;5850
Dal YP;2017-10-18T17:18:00.000Z;5792
Dal YP;2017-10-18T17:19:00.000Z;5671
Dal YP;2017-10-18T17:20:00.000Z;5865
Dal YP;2017-10-18T17:21:00.000Z;5332
Dal YP;2017-10-18T17:22:00.000Z;6062
Dal YP;2017-10-18T17:23:00.000Z;5370
Dal YP;2017-10-18T17:24:00.000Z;5062
Dal YP;2017-10-18T17:25:00.000Z;4696
Dal YP;2017-10-18T17:26:00.000Z;5666
Dal YP;2017-10-18T17:27:00.000Z;7790
Dal YP;2017-10-18T17:28:00.000Z;7299
Dal YP;2017-10-18T17:29:00.000Z;8211
Dal YP;2017-10-18T17:30:00.000Z;6273
Dal YP;2017-10-18T17:31:00.000Z;6491
Dal YP;2017-10-18T17:32:00.000Z;7593
Dal YP;2017-10-18T17:33:00.000Z;7201
Dal YP;2017-10-18T17:34:00.000Z;7485
Dal YP;2017-10-18T17:35:00.000Z;5787
Dal YP;2017-10-18T17:36:00.000Z;6134
Dal YP;2017-10-18T17:37:00.000Z;5951
Dal YP;2017-10-18T17:38:00.000Z;5580
Dal YP;2017-10-18T17:39:00.000Z;5643
Dal YP;2017-10-18T17:40:00.000Z;5311
Dal YP;2017-10-18T17:41:00.000Z;6095
